REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,202,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1128459527
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,4,TO+TV+BA,Trio,NULL,NULL,0,1,0,0,0,0,0,0,0,1128459809
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,4,TO+TV+BA,Trio,NULL,NULL,0,1,0,0,0,0,0,0,0,1128459809
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,4,TO+TV+BA,Trio,NULL,NULL,0,1,0,0,0,0,0,0,0,1128459809
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,0,TO+TV,Duo,NULL,NULL,0,0,0,1,1,0,0,0,0,1128459812
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,0,TO+TV,Duo,NULL,NULL,0,0,0,1,1,0,0,0,0,1128459812
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,3,TO+TV+BA,Trio,NULL,NULL,1,1,1,0,0,0,1,0,0,1128459950
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,4,TO+TV+BA,Trio,NULL,NULL,1,1,1,0,0,0,1,0,0,1128459950
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,4,TO+TV+BA,Trio,NULL,NULL,1,1,1,0,0,0,1,0,0,1128459950
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,9,TO+TV+BA,Trio,1,Sin señal,0,0,0,0,0,0,0,0,0,1128460259
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,9,TO+TV+BA,Trio,1,Sin señal,0,0,0,0,0,0,0,0,0,1128460259
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,9,TO+TV+BA,Trio,1,Sin señal,0,0,0,0,0,0,0,0,0,1128460259
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,4,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,1,1128460295
COSTA,BOLIVAR,HFC,TIENDAS,TIENDAS,INDIRECTA,2,23,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1142918080
COSTA,ATLÁNTICO,HFC,CONTACT,IN BOUND,INDIRECTA,1,1,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,1,1143115451
COSTA,ATLÁNTICO,HFC,CONTACT,IN BOUND,INDIRECTA,1,1,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,1,1143115451
COSTA,ATLÁNTICO,HFC,CONTACT,IN BOUND,INDIRECTA,1,1,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,1,1143115451
COSTA,ATLANTICO,HFC,OTROS,OTROS,INDIRECTA,3,6,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1143116704
COSTA,ATLANTICO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,1143133042
COSTA,ATLANTICO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,1143133042
COSTA,ATLANTICO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,1143133042
COSTA,ATLANTICO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,2,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1143133118
COSTA,ATLANTICO,HFC,FVD,FVD,INDIRECTA,2,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1143149969
COSTA,ATLANTICO,HFC,FVD,FVD,INDIRECTA,2,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1143149969
COSTA,ATLANTICO,HFC,FVD,FVD,INDIRECTA,2,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1143149969
EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1088278087
EJE CAFETERO,RISARALDA,HFC,CONTACT,SAC,INDIRECTA,SE,,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1088279912
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,10,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088283512
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,10,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088283512
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1088283710
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088284209
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088284209
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088286079
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088286079
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,5,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1088286351
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,5,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1088286351
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088292458
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088292458
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088292458
EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1088293082
EJE CAFETERO,RISARALDA,HFC,FVD,DEALERS,DIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088294079
EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088294799
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,27,TO,Individual,1,Sin señal,0,0,0,0,0,0,0,0,1,1088296312
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297133
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297133
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297133
EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297582
EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297582
EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297582
EJE CAFETERO,RISARALDA,HFC,CONTACT,SAC,INDIRECTA,SE,,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297808
EJE CAFETERO,RISARALDA,HFC,CONTACT,SAC,INDIRECTA,SE,,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088297808
EJE CAFETERO,RISARALDA,HFC,CONTACT,SAC,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1088299056
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1088299652
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088301661
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1088301661
CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,3,48,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1088302957
CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,3,48,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1088302957
EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1094939811
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,3,12,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094946486
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,3,12,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094946486
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,3,12,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094946486
EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,42,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1094948281
EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,42,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1094948281
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,4,14,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,1,0,1094948717
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,4,14,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,1,0,1094948717
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,4,14,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,1,0,1094948717
EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094948857
EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094948857
EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094948857
EJE CAFETERO,QUINDIO,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,3,28,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094952771
EJE CAFETERO,QUINDIO,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,3,28,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094952771
EJE CAFETERO,QUINDIO,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,3,28,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094952771
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094963425
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1094963437
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,2,16,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094964837
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,2,16,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094964837
EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,2,16,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1094964837
ORIENTE,SANTANDER,HFC,FVD,FVD,INDIRECTA,2,2,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,1,1098615730
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,7,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1098618630
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,7,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1098618630
ORIENTE,SANTANDER,HFC,CONTACT,OUT BOUND,INDIRECTA,3,1,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,1,1098620791
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,3,51,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098625613
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,3,51,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098625613
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,3,51,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098625613
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627511
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627511
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627511
ORIENTE,CESAR,GPON,FVD,FVD,INDIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627694
ORIENTE,CESAR,GPON,FVD,FVD,INDIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627694
ORIENTE,CESAR,GPON,FVD,FVD,INDIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627694
ORIENTE,SANTANDER,HFC,CONTACT,IN BOUND,INDIRECTA,4,20,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1098627901
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,16,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1098639991
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,16,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1098639991
CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,2,21,TO,Individual,1,No navega,0,0,0,0,0,0,0,0,0,1098640725
CENTRO,CUNDINAMARCA,HFC,FVD,DEALERS,DIRECTA,2,3,TV+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,1,1098652360
CENTRO,CUNDINAMARCA,HFC,FVD,DEALERS,DIRECTA,2,3,TV+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,1,1098652360
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098656342
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098656342
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1098656342
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,3,51,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1098659492
ORIENTE,SANTANDER,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+TV,Duo,NULL,NULL,0,1,0,1,0,0,0,0,0,1098663923
ORIENTE,SANTANDER,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+TV,Duo,NULL,NULL,0,1,0,1,0,0,0,0,0,1098663923
COSTA,SUCRE,HFC,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1102866617
COSTA,SUCRE,HFC,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1102866617
COSTA,SUCRE,HFC,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1102866617
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1102868670
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1102868670
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102870174
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102870174
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102873584
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102873584
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1102874604
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,4,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,1102874604
COSTA,SUCRE,REDCO,FVD,DEALERS,DIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102878513
COSTA,SUCRE,REDCO,FVD,DEALERS,DIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102878513
COSTA,SUCRE,REDCO,FVD,FVD,INDIRECTA,SE,0,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1102879622
COSTA,SUCRE,REDCO,FVD,DEALERS,DIRECTA,3,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,1,1102881264
COSTA,SUCRE,HFC,FVD,FVD,INDIRECTA,4,9,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102882231
COSTA,SUCRE,HFC,FVD,FVD,INDIRECTA,4,9,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1102882231
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,11030575
CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,1,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,1103097063
CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,1,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,1103097063
CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,1,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,1103097063
COSTA,SUCRE,REDCO,CONTACT,SAC,INDIRECTA,4,0,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1103098171
COSTA,ATLÁNTICO,HFC,CONTACT,IN BOUND,INDIRECTA,4,8,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1103100491
COSTA,ATLÁNTICO,HFC,CONTACT,IN BOUND,INDIRECTA,4,8,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1103100491
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1103101168
COSTA,SUCRE,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1103104898
EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112765737
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,42,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,1112767161
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,42,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,1112767161
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,42,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,1112767161
EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112767973
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112768045
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112769042
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1112769550
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1112769550
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1112769550
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112770000
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112772070
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112772320
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,1,1112774918
EJE CAFETERO,VALLE DEL CAUCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,SE,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112775101
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1112778793
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1112778793
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,1112778793
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1112778933
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1112779633
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1112779633
EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,1,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112779975
EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112781159
EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1112781392
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112782566
EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112782580
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1112783207
EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,1112783207
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,4,11,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112785149
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,18,TO,Individual,NULL,NULL,0,1,1,1,0,0,1,0,0,1112785178
EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,1112785735
